task_id,task_description,creation_date,due_date,priority,task_category,assigned_to,estimated_effort_hours,user_preferred_categories,user_current_workload
1346,Deploy v1.7 to production.,2025-04-25,2025-05-12,Critical,Development,Yara,7,"Admin, Development",6
1347,Reconcile travel fund records.,2025-05-24,2025-06-10,High,Finance,Kevin,5,Development,7
1348,Onboard new hire Jane Smith.,2025-06-30,2025-07-08,Critical,HR,Emily,8,"HR, Finance",1
1349,Resolve ticket #TKT-2624 on login.,2025-05-07,2025-06-06,Critical,Support,Karen,2,Support,7
1350,Organize legal files.,2025-06-21,,Critical,Admin,Victor,5,"HR, Finance",1
1351,Explore trends in finance.,2025-07-10,2025-08-07,Low,Research,Wendy,5,Research,1
1352,Fix bug #210 in auth.,2025-04-27,2025-05-25,High,Development,Xavier,4,Development,3
1353,Resolve ticket #TKT-5366 on billing.,2025-05-01,2025-05-26,High,Support,Bob,8,Support,0
1354,Prepare pitch for ServiceX.,2025-03-16,2025-04-02,High,Marketing,Grace,5,Marketing,0
1355,Onboard new hire Jane Smith.,2025-02-18,2025-02-25,Low,HR,Charlie,1,"Marketing, Admin",4
1356,Refactor auth module.,2025-06-12,2025-06-24,Low,Development,Tina,6,Development,0
1357,Process payroll for Jan.,2025-03-31,2025-04-29,Critical,Finance,Zoe,12,Admin,1
1358,Refactor auth module.,2025-06-26,2025-07-07,Low,Development,Wendy,8,Research,1
1359,Onboard new hire Jane Smith.,2025-02-16,2025-02-23,Low,HR,Jessica,12,HR,7
1360,Fix bug #210 in UI.,2025-05-15,,High,Development,Uma,11,"Finance, Admin",1
1361,Schedule interview for Dev.,2025-06-15,2025-07-11,High,HR,Jessica,5,HR,7
1362,Update guide on troubleshoot.,2025-06-15,2025-06-29,Critical,Support,Bob,4,Support,0
1363,Fix bug #486 in UI.,2025-05-31,2025-06-24,Critical,Development,Tina,1,Development,0
1364,Update guide on troubleshoot.,2025-02-14,2025-02-20,Medium,Support,Karen,8,Support,7
1365,Fix bug #885 in auth.,2025-02-17,2025-02-22,High,Development,Xavier,5,Development,3
1366,Schedule meeting with CTO.,2025-05-01,2025-05-11,Low,Admin,Ivy,2,Admin,4
1367,Review QQ3 budget report.,2025-07-11,2025-07-28,Critical,Finance,Victor,3,"HR, Finance",1
1368,Write review on DL models.,2025-04-01,2025-04-16,Low,Research,Henry,10,"Admin, Support",8
1369,Audit travel fund expenses.,2025-04-02,,Critical,Finance,Emily,4,"HR, Finance",1
1370,Draft newsletter on new features.,2025-04-24,2025-05-06,Medium,Marketing,Grace,4,Marketing,0
1371,Review QQ3 budget report.,2025-03-04,,Medium,Finance,Felix,8,Finance,6
1372,Fix bug #500 in auth.,2025-06-12,2025-07-04,Low,Development,Tina,8,Development,0
1373,Onboard new hire John Doe.,2025-05-31,2025-06-13,High,HR,Victor,3,"HR, Finance",1
1374,Schedule interview for Marketer.,2025-07-08,,Medium,HR,Isaac,6,"Marketing, HR",2
1375,Plan HR activity for Q2.,2025-02-16,2025-03-06,Critical,HR,Grace,6,Marketing,0
1376,Analyze QQ2 campaign data.,2025-02-17,2025-02-20,Medium,Marketing,Charlie,1,"Marketing, Admin",4
1377,Explore trends in tech.,2025-05-05,2025-05-12,Medium,Research,Sam,1,Research,1
1378,Organize legal files.,2025-07-03,,Critical,Admin,Jack,9,Admin,8
1379,Schedule meeting with CTO.,2025-03-24,2025-04-05,Low,Admin,Ivy,2,Admin,4
1380,Implement login in API.,2025-06-20,2025-06-29,Critical,Development,Mark,1,"Research, Development",0
1381,Optimize search performance.,2025-06-09,2025-06-13,High,Development,Yara,7,"Admin, Development",6
1382,Optimize encryption performance.,2025-05-31,2025-06-25,High,Development,Uma,12,"Finance, Admin",1
1383,Refactor auth module.,2025-04-21,2025-04-26,High,Development,Alice,5,Admin,3
1384,Optimize encryption performance.,2025-02-09,,Medium,Development,Mia,10,Research,0
1385,Refactor payment handler.,2025-02-25,,High,Development,Rachel,9,"Research, Development",2
1386,Build prototype for blockchain.,2025-07-24,2025-07-26,Critical,Research,Alex,3,Research,8
1387,Resolve ticket #TKT-5106 on billing.,2025-05-15,2025-05-23,High,Support,Jack,8,Admin,8
1388,Update travel log for Chris W..,2025-06-23,,Medium,Admin,Zoe,8,Admin,1
1389,Schedule meeting with CEO.,2025-06-14,2025-06-30,Medium,Admin,Henry,1,"Admin, Support",8
1390,Onboard new hire Jane Smith.,2025-04-30,2025-05-18,Medium,HR,Eve,6,"Finance, HR",5
1391,Update travel log for Sarah D..,2025-05-31,2025-06-03,High,Admin,Quinn,1,Research,2
1392,Build prototype for edge AI.,2025-04-07,,Critical,Research,Hannah,3,Research,1
1393,Analyze QQ1 campaign data.,2025-07-18,2025-08-16,Critical,Marketing,Charlie,11,"Marketing, Admin",4
1394,Refactor payment handler.,2025-06-09,2025-06-26,Low,Development,Quinn,2,Research,2
1395,Resolve ticket #TKT-5035 on billing.,2025-05-14,2025-05-21,Critical,Support,Chloe,9,"Research, Support",7
1396,Assist with analytics.,2025-07-25,,High,Support,Emily,11,"HR, Finance",1
1397,Process payroll for Feb.,2025-06-24,2025-07-09,Medium,Finance,Emily,7,"HR, Finance",1
1398,Write review on ML trends.,2025-03-25,2025-04-15,Critical,Research,Mark,8,"Research, Development",0
1399,Resolve ticket #TKT-2624 on login.,2025-06-30,2025-07-14,Critical,Support,Bob,6,Support,0
1400,Resolve ticket #TKT-9258 on billing.,2025-02-07,,Low,Support,Ivy,7,Admin,4
1401,Manage supplies for HQ.,2025-06-11,2025-06-12,Critical,Admin,Jack,8,Admin,8
1402,Deploy v1.7 to production.,2025-03-08,2025-03-25,Low,Development,Kevin,11,Development,7
1403,Refactor payment handler.,2025-05-08,2025-05-16,Critical,Development,Ivy,2,Admin,4
1404,Deploy v1.7 to production.,2025-05-21,2025-05-24,Critical,Development,Kevin,11,Development,7
1405,Research NLP methods.,2025-07-03,,Critical,Research,Quinn,8,Research,2
1406,Refactor auth module.,2025-05-20,2025-06-09,Low,Development,Kevin,9,Development,7
1407,Onboard new hire John Doe.,2025-05-30,2025-06-18,Medium,HR,Jessica,7,HR,7
1408,Fix bug #550 in auth.,2025-04-09,2025-04-28,Critical,Development,Noah,11,"Research, Development",4
1409,Optimize encryption performance.,2025-07-17,,Critical,Development,Alice,9,Admin,3
1410,Follow up with Client A.,2025-07-25,2025-08-07,Critical,Support,Victor,7,"HR, Finance",1
1411,Refactor payment handler.,2025-06-21,2025-07-12,Low,Development,Rachel,12,"Research, Development",2
1412,Optimize search performance.,2025-06-02,2025-07-02,Critical,Development,David,3,Development,6
1413,Optimize search performance.,2025-05-15,2025-06-03,Critical,Development,Rachel,1,"Research, Development",2
1414,Optimize search performance.,2025-05-20,2025-05-27,High,Development,Xavier,1,Development,3
1415,Update guide on reset password.,2025-06-06,2025-06-14,Low,Support,Lily,1,"Research, Support",2
1416,Explore trends in finance.,2025-03-13,2025-03-18,Medium,Research,Olivia,4,Research,3
1417,Follow up with Customer B.,2025-06-26,2025-07-21,High,Support,Lily,11,"Research, Support",2
1418,Deploy v1.7 to production.,2025-03-30,2025-04-18,High,Development,Victor,8,"HR, Finance",1
1419,Update records for promotion.,2025-04-18,2025-05-01,Low,HR,Emily,11,"HR, Finance",1
1420,Audit petty cash expenses.,2025-07-10,,Medium,Finance,Oscar,7,Finance,2
1421,Optimize encryption performance.,2025-05-12,2025-05-28,High,Development,Liam,11,Development,0
1422,Build prototype for edge AI.,2025-05-25,2025-05-28,Medium,Research,Sam,5,Research,1
1423,Onboard new hire John Doe.,2025-05-24,,High,HR,Victor,12,"HR, Finance",1
1424,Build prototype for blockchain.,2025-06-24,2025-06-28,Low,Research,Noah,4,"Research, Development",4
1425,Assist with analytics.,2025-02-16,2025-02-28,Medium,Support,Lily,12,"Research, Support",2
1426,Schedule meeting with CEO.,2025-07-21,2025-08-17,Critical,Admin,Zoe,8,Admin,1
1427,Deploy v1.7 to production.,2025-05-02,2025-05-27,Medium,Development,Tina,6,Development,0
1428,Audit petty cash expenses.,2025-02-23,2025-03-12,Medium,Finance,Oscar,10,Finance,2
1429,Refactor auth module.,2025-06-22,2025-07-02,Critical,Development,Zoe,4,Admin,1
1430,Audit petty cash expenses.,2025-06-04,2025-06-12,High,Finance,Frank,9,"HR, Support",6
1431,Update records for promotion.,2025-02-22,,Critical,HR,Eve,5,"Finance, HR",5
1432,Reconcile travel fund records.,2025-02-27,2025-03-11,Medium,Finance,Oscar,6,Finance,2
1433,Update travel log for Chris W..,2025-06-23,2025-07-20,Critical,Admin,Rachel,1,"Research, Development",2
1434,Deploy v1.7 to production.,2025-04-04,2025-04-30,Critical,Development,Kevin,4,Development,7
1435,Process payroll for Jan.,2025-04-06,2025-04-26,Low,Finance,Uma,2,"Finance, Admin",1
1436,Follow up with Customer B.,2025-04-24,2025-05-02,High,Support,Karen,4,Support,7
1437,Schedule interview for Marketer.,2025-05-12,2025-05-31,Critical,HR,Eve,7,"Finance, HR",5
1438,Update travel log for Sarah D..,2025-05-25,2025-06-17,Medium,Admin,Grace,12,Marketing,0
1439,Write review on ML trends.,2025-07-11,2025-07-14,Medium,Research,Mark,9,"Research, Development",0
1440,Deploy v1.7 to production.,2025-05-26,,High,Development,Charlie,2,"Marketing, Admin",4
1441,Research NLP methods.,2025-07-05,,Critical,Research,Quinn,8,Research,2
1442,Optimize encryption performance.,2025-06-17,2025-07-02,Critical,Development,Liam,11,Development,0
1443,Onboard new hire John Doe.,2025-03-06,2025-03-24,Medium,HR,Emily,4,"HR, Finance",1
1444,Write review on ML trends.,2025-02-07,2025-02-19,Low,Research,Zoe,7,Admin,1
1445,Reconcile travel fund records.,2025-04-22,2025-05-12,Medium,Finance,Oscar,1,Finance,2
1446,Audit petty cash expenses.,2025-06-04,2025-06-25,Critical,Finance,Lily,5,"Research, Support",2
1447,Reconcile petty cash records.,2025-03-20,,High,Finance,Oscar,12,Finance,2
1448,Draft newsletter on new features.,2025-03-23,2025-03-28,Critical,Marketing,Grace,5,Marketing,0
1449,Fix bug #319 in UI.,2025-06-28,2025-07-10,Low,Development,Rachel,5,"Research, Development",2
1450,Resolve ticket #TKT-6857 on billing.,2025-05-22,2025-05-27,Low,Support,Isaac,12,"Marketing, HR",2
1451,Build prototype for edge AI.,2025-05-08,,Low,Research,Mia,2,Research,0
1452,Implement login in backend.,2025-06-22,2025-06-25,Critical,Development,Karen,10,Support,7
1453,Analyze QQ1 campaign data.,2025-02-05,2025-02-21,Critical,Marketing,Charlie,1,"Marketing, Admin",4
1454,Write review on ML trends.,2025-04-02,2025-04-21,High,Research,Hannah,2,Research,1
1455,Deploy v1.7 to production.,2025-06-22,2025-07-13,Critical,Development,Olivia,7,Research,3
1456,Schedule interview for Dev.,2025-02-28,2025-03-15,Low,HR,Emily,12,"HR, Finance",1
1457,Schedule interview for Dev.,2025-05-23,2025-06-16,Low,HR,Eve,3,"Finance, HR",5
1458,Schedule meeting with CTO.,2025-03-08,2025-03-30,Low,Admin,Alice,2,Admin,3
1459,Schedule meeting with CTO.,2025-02-25,2025-03-06,Low,Admin,Uma,1,"Finance, Admin",1
1460,Manage supplies for Branch A.,2025-04-26,2025-05-23,High,Admin,Rachel,6,"Research, Development",2
1461,Reconcile travel fund records.,2025-07-12,,High,Finance,Peter,4,Development,8
1462,Write review on DL models.,2025-07-19,2025-08-05,Low,Research,Quinn,2,Research,2
1463,Audit petty cash expenses.,2025-06-16,2025-07-01,Low,Finance,Ben,11,Finance,8
1464,Reconcile travel fund records.,2025-06-08,2025-06-30,Medium,Finance,Oscar,4,Finance,2
1465,Organize finance files.,2025-05-11,2025-05-20,Critical,Admin,Yara,12,"Admin, Development",6
1466,Follow up with Customer B.,2025-02-28,,Low,Support,Lily,11,"Research, Support",2
1467,Write review on ML trends.,2025-02-21,2025-03-19,Low,Research,Alex,5,Research,8
1468,Process payroll for Mar.,2025-03-12,2025-04-02,Critical,Finance,Felix,3,Finance,6
1469,Fix bug #319 in UI.,2025-04-26,2025-05-07,High,Development,Peter,2,Development,8
1470,Schedule interview for Marketer.,2025-07-10,2025-07-12,Critical,HR,Jessica,7,HR,7
1471,Onboard new hire Jane Smith.,2025-07-02,2025-08-01,Critical,HR,Emily,2,"HR, Finance",1
1472,Reconcile petty cash records.,2025-06-28,2025-07-27,Low,Finance,Eve,10,"Finance, HR",5
1473,Build prototype for blockchain.,2025-07-21,2025-08-20,High,Research,Noah,5,"Research, Development",4
1474,Reconcile travel fund records.,2025-07-04,,Low,Finance,Oscar,9,Finance,2
1475,Follow up with Customer B.,2025-07-12,2025-07-14,Critical,Support,Rachel,9,"Research, Development",2
1476,Assist with analytics.,2025-05-03,2025-05-25,High,Support,Mark,11,"Research, Development",0
1477,Update records for address update.,2025-06-29,2025-07-19,Critical,HR,Frank,12,"HR, Support",6
1478,Follow up with Client A.,2025-06-20,2025-06-22,Low,Support,Karen,9,Support,7
1479,Fix bug #210 in auth.,2025-06-06,2025-07-03,Medium,Development,Yara,10,"Admin, Development",6
1480,Schedule interview for Marketer.,2025-06-21,2025-07-08,Critical,HR,Jessica,1,HR,7
1481,Implement login in API.,2025-06-07,2025-06-30,High,Development,Rachel,12,"Research, Development",2
1482,Research NLP methods.,2025-03-13,2025-03-15,Low,Research,Quinn,4,Research,2
1483,Organize finance files.,2025-04-19,2025-05-15,Low,Admin,Zoe,8,Admin,1
1484,Analyze QQ1 campaign data.,2025-07-24,,Low,Marketing,Emily,4,"HR, Finance",1
1485,Optimize search performance.,2025-05-02,,High,Development,Xavier,6,Development,3
1486,Research Vision methods.,2025-06-07,2025-06-18,Low,Research,Quinn,7,Research,2
1487,Fix bug #155 in auth.,2025-06-09,2025-07-05,Medium,Development,Ben,12,Finance,8
1488,Deploy v1.7 to production.,2025-03-18,,Low,Development,Kevin,3,Development,7
1489,Deploy v1.7 to production.,2025-07-08,2025-08-06,High,Development,Liam,9,Development,0
1490,Refactor payment handler.,2025-05-23,2025-06-19,Medium,Development,Peter,2,Development,8
1491,Onboard new hire Jane Smith.,2025-06-24,2025-07-19,Medium,HR,Victor,6,"HR, Finance",1
1492,Explore trends in tech.,2025-04-18,2025-05-07,Medium,Research,Isaac,1,"Marketing, HR",2
1493,Update records for promotion.,2025-04-10,2025-04-11,Low,HR,Henry,11,"Admin, Support",8
1494,Reconcile travel fund records.,2025-02-24,2025-03-03,Critical,Finance,Felix,4,Finance,6
1495,Optimize encryption performance.,2025-02-06,2025-02-09,High,Development,Xavier,7,Development,3
1496,Optimize search performance.,2025-07-02,2025-07-06,Low,Development,Peter,6,Development,8
1497,Build prototype for edge AI.,2025-03-27,2025-04-16,Critical,Research,Olivia,1,Research,3
1498,Review QQ1 budget report.,2025-02-21,2025-02-24,Critical,Finance,Ivy,6,Admin,4
1499,Build prototype for edge AI.,2025-02-23,,Medium,Research,Sam,2,Research,1
1500,Explore trends in tech.,2025-04-15,2025-04-17,Low,Research,Daniel,9,Research,4
1501,Design assets for Product Launch.,2025-02-21,,Medium,Marketing,Jessica,12,HR,7
1502,Update travel log for Sarah D..,2025-03-29,2025-04-19,High,Admin,Hannah,5,Research,1
1503,Analyze QQ3 campaign data.,2025-03-13,2025-03-16,Medium,Marketing,Grace,3,Marketing,0
1504,Onboard new hire John Doe.,2025-03-02,2025-03-05,Low,HR,Mark,7,"Research, Development",0
1505,Explore trends in finance.,2025-06-23,,Critical,Research,Daniel,8,Research,4
1506,Fix bug #210 in auth.,2025-03-07,2025-03-24,Critical,Development,Xavier,6,Development,3
1507,Update travel log for Chris W..,2025-04-07,,Low,Admin,Zoe,8,Admin,1
1508,Schedule meeting with CEO.,2025-02-24,2025-03-06,Medium,Admin,Olivia,6,Research,3
1509,Update records for address update.,2025-02-18,,High,HR,Frank,11,"HR, Support",6
1510,Onboard new hire John Doe.,2025-07-15,,Medium,HR,Isaac,3,"Marketing, HR",2
1511,Process payroll for Jan.,2025-07-16,2025-07-29,Medium,Finance,Tina,11,Development,0
1512,Follow up with Client A.,2025-06-06,2025-06-22,Low,Support,Isaac,7,"Marketing, HR",2
1513,Follow up with Customer B.,2025-04-14,,High,Support,Bob,5,Support,0
1514,Explore trends in tech.,2025-02-13,2025-02-17,Medium,Research,Quinn,6,Research,2
1515,Assist with subscription.,2025-04-17,,Low,Support,Bob,11,Support,0
1516,Analyze QQ1 campaign data.,2025-05-29,2025-06-10,Critical,Marketing,David,7,Development,6
1517,Implement login in API.,2025-03-13,2025-03-24,Low,Development,Peter,8,Development,8
1518,Schedule meeting with CEO.,2025-01-31,2025-02-28,Low,Admin,Yara,5,"Admin, Development",6
1519,Research Vision methods.,2025-07-20,2025-07-25,Critical,Research,Mia,7,Research,0
1520,Implement dashboard in backend.,2025-03-07,2025-03-23,Medium,Development,Kevin,7,Development,7
1521,Explore trends in finance.,2025-05-22,,Low,Research,Mia,1,Research,0
1522,Analyze QQ2 campaign data.,2025-04-05,2025-04-06,High,Marketing,Karen,3,Support,7
1523,Research NLP methods.,2025-05-30,2025-06-18,High,Research,Natalie,2,Finance,7
1524,Reconcile petty cash records.,2025-02-24,2025-03-20,Critical,Finance,Felix,4,Finance,6
1525,Plan HR activity for Q2.,2025-01-26,2025-02-08,Critical,HR,Isaac,3,"Marketing, HR",2
1526,Optimize search performance.,2025-02-24,2025-03-24,Critical,Development,Mark,3,"Research, Development",0
1527,Schedule meeting with CEO.,2025-03-02,2025-03-07,Low,Admin,Ivy,9,Admin,4
1528,Write review on ML trends.,2025-03-05,2025-04-04,High,Research,Quinn,3,Research,2
1529,Manage supplies for HQ.,2025-02-24,2025-02-26,Low,Admin,Felix,6,Finance,6
1530,Review QQ1 budget report.,2025-02-05,2025-03-05,Low,Finance,Uma,2,"Finance, Admin",1
1531,Organize finance files.,2025-06-25,,High,Admin,Noah,5,"Research, Development",4
1532,Prepare pitch for AI Tool.,2025-07-15,,Medium,Marketing,Grace,5,Marketing,0
1533,Design assets for Product Launch.,2025-05-02,2025-06-01,High,Marketing,Ben,7,Finance,8
1534,Deploy v1.7 to production.,2025-07-02,,High,Development,Rachel,3,"Research, Development",2
1535,Deploy v1.7 to production.,2025-04-02,2025-04-15,Critical,Development,Yara,11,"Admin, Development",6
1536,Review QQ2 budget report.,2025-03-28,2025-04-08,Medium,Finance,Emily,4,"HR, Finance",1
1537,Explore trends in tech.,2025-06-03,2025-06-18,High,Research,Chloe,3,"Research, Support",7
1538,Build prototype for edge AI.,2025-06-22,2025-07-22,Medium,Research,Lily,10,"Research, Support",2
1539,Resolve ticket #TKT-5106 on login.,2025-03-23,,Medium,Support,Bob,8,Support,0
1540,Deploy v1.7 to production.,2025-05-04,2025-05-11,Medium,Development,Yara,2,"Admin, Development",6
1541,Schedule meeting with CTO.,2025-05-16,2025-06-06,Medium,Admin,Alice,5,Admin,3
1542,Audit petty cash expenses.,2025-02-17,2025-03-01,High,Finance,Oscar,7,Finance,2
1543,Follow up with Client A.,2025-06-03,2025-06-13,Low,Support,Bob,7,Support,0
1544,Refactor auth module.,2025-05-02,,Low,Development,Xavier,8,Development,3
1545,Research NLP methods.,2025-03-03,2025-03-04,Critical,Research,Mia,7,Research,0
1546,Prepare pitch for ServiceX.,2025-03-15,2025-03-22,Critical,Marketing,Ben,11,Finance,8
1547,Follow up with Customer B.,2025-06-24,2025-07-12,Critical,Support,Bob,2,Support,0
1548,Audit travel fund expenses.,2025-06-27,2025-07-14,Medium,Finance,Felix,5,Finance,6
1549,Optimize search performance.,2025-07-23,2025-08-04,Medium,Development,Tina,8,Development,0
1550,Plan HR activity for Q2.,2025-04-22,,Low,HR,Xavier,3,Development,3
1551,Optimize search performance.,2025-03-02,2025-03-11,High,Development,Uma,10,"Finance, Admin",1
1552,Deploy v1.7 to production.,2025-06-06,2025-06-18,High,Development,Liam,12,Development,0
1553,Analyze QQ2 campaign data.,2025-04-09,,Critical,Marketing,Ivy,12,Admin,4
1554,Design assets for Product Launch.,2025-06-12,2025-06-17,Medium,Marketing,Lily,12,"Research, Support",2
1555,Process payroll for Jan.,2025-07-01,2025-07-16,High,Finance,Wendy,2,Research,1
1556,Refactor payment handler.,2025-05-22,2025-06-10,Low,Development,Liam,1,Development,0
1557,Review QQ2 budget report.,2025-03-06,2025-03-19,High,Finance,Uma,9,"Finance, Admin",1
1558,Update guide on troubleshoot.,2025-04-21,2025-05-17,High,Support,Frank,10,"HR, Support",6
1559,Draft newsletter on company news.,2025-02-14,2025-03-08,Low,Marketing,Wendy,5,Research,1
1560,Write review on ML trends.,2025-02-23,2025-03-09,Critical,Research,Tina,4,Development,0
1561,Build prototype for blockchain.,2025-03-22,2025-03-27,Low,Research,Isaac,4,"Marketing, HR",2
1562,Build prototype for edge AI.,2025-07-07,2025-07-19,High,Research,Mia,7,Research,0
1563,Prepare pitch for AI Tool.,2025-04-03,2025-04-07,Medium,Marketing,Grace,6,Marketing,0
1564,Update guide on reset password.,2025-02-28,2025-03-03,Medium,Support,Bob,6,Support,0
1565,Organize legal files.,2025-06-17,2025-07-11,Medium,Admin,Victor,10,"HR, Finance",1
1566,Process payroll for Jan.,2025-04-15,2025-04-30,High,Finance,Natalie,3,Finance,7
1567,Research Vision methods.,2025-02-15,,Medium,Research,Quinn,11,Research,2
1568,Explore trends in tech.,2025-04-05,2025-04-11,Medium,Research,Wendy,3,Research,1
1569,Fix bug #319 in UI.,2025-05-23,2025-05-31,Critical,Development,Sam,9,Research,1
1570,Explore trends in tech.,2025-05-14,,Critical,Research,Alex,8,Research,8
1571,Design assets for Product Launch.,2025-04-19,,Medium,Marketing,Grace,2,Marketing,0
1572,Research Vision methods.,2025-03-18,2025-03-28,Critical,Research,Hannah,12,Research,1
1573,Build prototype for edge AI.,2025-05-04,,High,Research,Daniel,3,Research,4
1574,Update travel log for Sarah D..,2025-04-14,2025-05-05,Critical,Admin,Jack,3,Admin,8
1575,Follow up with Client A.,2025-02-19,2025-02-27,Critical,Support,Bob,1,Support,0
1576,Write review on DL models.,2025-02-27,2025-03-18,Critical,Research,Wendy,4,Research,1
1577,Update travel log for Chris W..,2025-01-26,2025-02-01,Critical,Admin,Alice,9,Admin,3
1578,Plan HR activity for Q4.,2025-04-02,2025-04-16,Low,HR,Eve,10,"Finance, HR",5
1579,Write review on DL models.,2025-07-25,2025-08-18,Low,Research,Wendy,9,Research,1
1580,Audit travel fund expenses.,2025-03-22,2025-04-19,High,Finance,Felix,11,Finance,6
1581,Optimize search performance.,2025-04-16,2025-05-05,High,Development,Lily,2,"Research, Support",2
1582,Implement login in backend.,2025-02-21,2025-03-22,Medium,Development,Peter,7,Development,8
1583,Reconcile petty cash records.,2025-06-17,2025-06-22,Medium,Finance,Victor,12,"HR, Finance",1
1584,Manage supplies for Branch A.,2025-06-28,2025-07-26,Critical,Admin,Uma,9,"Finance, Admin",1
1585,Schedule interview for Marketer.,2025-02-14,2025-03-12,Low,HR,Isaac,7,"Marketing, HR",2
1586,Follow up with Client A.,2025-04-02,2025-04-14,Medium,Support,Frank,6,"HR, Support",6
1587,Deploy v1.7 to production.,2025-07-11,2025-08-01,Low,Development,Kevin,7,Development,7
1588,Update guide on troubleshoot.,2025-05-11,2025-06-03,Medium,Support,Bob,1,Support,0
1589,Update guide on reset password.,2025-04-21,2025-05-15,Medium,Support,Karen,7,Support,7
1590,Schedule meeting with CEO.,2025-06-17,2025-07-06,Critical,Admin,Zoe,2,Admin,1
1591,Organize finance files.,2025-03-27,2025-04-16,High,Admin,Emily,3,"HR, Finance",1
1592,Draft newsletter on new features.,2025-06-28,2025-07-20,Low,Marketing,Victor,9,"HR, Finance",1
1593,Write review on DL models.,2025-04-05,2025-04-29,High,Research,Frank,10,"HR, Support",6
1594,Draft newsletter on new features.,2025-04-23,2025-05-20,Critical,Marketing,Isaac,1,"Marketing, HR",2
1595,Onboard new hire John Doe.,2025-04-02,2025-04-21,Critical,HR,Alex,6,Research,8
1596,Explore trends in finance.,2025-04-20,2025-04-23,Medium,Research,Sam,11,Research,1
1597,Follow up with Client A.,2025-05-06,,High,Support,Ivy,7,Admin,4
1598,Optimize search performance.,2025-04-05,2025-04-13,High,Development,Olivia,1,Research,3
1599,Resolve ticket #TKT-5035 on login.,2025-07-19,2025-08-15,High,Support,Mia,5,Research,0
1600,Review QQ4 budget report.,2025-03-13,2025-04-02,Medium,Finance,Oscar,8,Finance,2
1601,Manage supplies for HQ.,2025-02-23,2025-03-24,High,Admin,Sam,1,Research,1
1602,Plan HR activity for Q4.,2025-07-23,2025-08-19,Critical,HR,Emily,4,"HR, Finance",1
1603,Build prototype for blockchain.,2025-06-09,2025-06-26,High,Research,Hannah,12,Research,1
1604,Manage supplies for HQ.,2025-07-05,,Low,Admin,Ivy,3,Admin,4
1605,Review QQ4 budget report.,2025-02-23,2025-03-13,High,Finance,Bob,8,Support,0
1606,Schedule meeting with CTO.,2025-05-01,2025-05-18,Low,Admin,Zoe,7,Admin,1
1607,Write review on ML trends.,2025-02-23,2025-03-20,Low,Research,Natalie,12,Finance,7
1608,Resolve ticket #TKT-2624 on login.,2025-02-20,2025-03-13,Low,Support,Alex,12,Research,8
1609,Build prototype for edge AI.,2025-03-02,2025-03-11,High,Research,Sam,8,Research,1
1610,Explore trends in finance.,2025-03-08,2025-03-18,Critical,Research,Noah,10,"Research, Development",4
1611,Refactor payment handler.,2025-02-08,,Medium,Development,Liam,10,Development,0
1612,Update travel log for Sarah D..,2025-03-13,2025-03-26,Critical,Admin,Zoe,10,Admin,1
1613,Analyze QQ4 campaign data.,2025-06-06,2025-06-16,Critical,Marketing,Lily,7,"Research, Support",2
1614,Fix bug #210 in auth.,2025-04-07,2025-04-15,Medium,Development,Peter,6,Development,8
1615,Plan HR activity for Q2.,2025-02-15,2025-03-09,Low,HR,Victor,8,"HR, Finance",1
1616,Analyze QQ3 campaign data.,2025-05-11,2025-06-05,High,Marketing,Grace,5,Marketing,0
1617,Follow up with Customer B.,2025-01-28,2025-02-06,High,Support,Wendy,3,Research,1
1618,Fix bug #532 in auth.,2025-03-11,2025-03-12,Critical,Development,Ivy,12,Admin,4
1619,Fix bug #500 in auth.,2025-04-09,,Medium,Development,Yara,7,"Admin, Development",6
1620,Schedule meeting with CEO.,2025-02-04,2025-02-09,Critical,Admin,Lily,6,"Research, Support",2
1621,Onboard new hire John Doe.,2025-07-08,2025-07-12,Low,HR,Emily,4,"HR, Finance",1
1622,Implement dashboard in API.,2025-03-13,2025-03-27,Critical,Development,Tina,6,Development,0
1623,Assist with subscription.,2025-07-09,2025-07-20,High,Support,Eve,8,"Finance, HR",5
1624,Follow up with Customer B.,2025-04-17,2025-04-29,High,Support,Henry,11,"Admin, Support",8
1625,Design assets for Product Launch.,2025-05-05,2025-05-31,Low,Marketing,Tina,1,Development,0
1626,Plan HR activity for Q1.,2025-02-11,,Critical,HR,Frank,9,"HR, Support",6
1627,Process payroll for Feb.,2025-07-23,2025-08-10,Low,Finance,Oscar,8,Finance,2
1628,Prepare pitch for AI Tool.,2025-02-08,2025-02-25,Medium,Marketing,Charlie,6,"Marketing, Admin",4
1629,Onboard new hire Jane Smith.,2025-03-23,2025-04-16,Medium,HR,Yara,2,"Admin, Development",6
1630,Implement dashboard in API.,2025-05-06,2025-05-10,Low,Development,Tina,1,Development,0
1631,Write review on ML trends.,2025-03-21,,Critical,Research,Olivia,12,Research,3
1632,Reconcile petty cash records.,2025-02-08,2025-03-10,Critical,Finance,Mia,5,Research,0
1633,Design assets for Product Launch.,2025-05-16,2025-06-10,Medium,Marketing,Grace,1,Marketing,0
1634,Research Vision methods.,2025-02-04,2025-02-11,High,Research,Daniel,10,Research,4
1635,Review QQ4 budget report.,2025-07-07,2025-07-19,Medium,Finance,Eve,11,"Finance, HR",5
1636,Fix bug #595 in UI.,2025-02-13,2025-03-07,Low,Development,Yara,4,"Admin, Development",6
