task_id,task_description,creation_date,due_date,priority,task_category,assigned_to,estimated_effort_hours,user_preferred_categories,user_past_completion_time_avg_hours,user_current_workload
1469,Update employee records for promotion.,2025-07-16,2025-07-21,High,HR,David,11,"Development, Marketing",7.17565478893349,6
1470,Audit QQ1 expenses.,2025-06-15,2025-06-19,Low,Finance,Zoe,7,Finance,3.529851632961227,4
1471,Manage facility maintenance.,2025-06-21,2025-06-22,High,Admin,Olivia,8,"Admin, Research",7.589919813439466,6
1472,Analyze QQ1 marketing spend.,2025-02-08,2025-02-09,Critical,Marketing,Grace,21,Marketing,4.018330924725743,8
1473,Research new AI algorithms for computer vision.,2025-05-02,2025-05-26,Medium,Research,David,12,"Development, Marketing",7.17565478893349,6
1474,Draft new HR policy.,2025-06-04,,Critical,HR,Kevin,17,"Marketing, Research",4.862091593477015,7
1475,Analyze QQ1 marketing spend.,2025-06-17,2025-07-03,Critical,Marketing,Bob,14,Marketing,7.569853667031811,8
1476,Coordinate travel arrangements for Chris Wilson.,2025-04-16,,Critical,Admin,Uma,20,Admin,8.640243477370621,2
1477,Research competitor Competitor A.,2025-04-24,2025-05-14,Medium,Marketing,Liam,5,"Marketing, Finance",7.646306669857175,7
1478,Analyze market trends for tech.,2025-04-26,2025-05-04,Low,Research,Lily,12,"Finance, Support",5.13164526027243,4
1479,Resolve customer ticket #TKT-2798 for login issue.,2025-02-23,2025-03-21,Low,Support,Yara,2,Marketing,9.16830741477354,1
1480,Implement reporting in the API.,2025-06-09,,Medium,Development,Quinn,9,"Development, Support",3.464227970981211,4
1481,Reconcile travel budget statements.,2025-04-08,2025-04-27,Low,Finance,Peter,8,"Marketing, Finance",4.826433608766385,5
1482,Fix bug #922 in network.,2025-03-22,2025-04-18,Low,Development,Jack,11,"Admin, Research",5.860282541589919,3
1483,Order office supplies for Headquarters.,2025-06-06,2025-06-09,High,Admin,Alice,10,"Support, Marketing",8.55145246285532,1
1484,Prepare payroll for February.,2025-04-10,2025-05-06,Low,Finance,Natalie,2,"Finance, Marketing",4.517745395195611,3
1485,Draft email newsletter for latest features.,2025-01-29,2025-02-14,Critical,Marketing,Yara,22,Marketing,9.16830741477354,1
1486,Onboard new hire Jane Smith.,2025-05-04,2025-06-01,High,HR,Henry,7,"HR, Marketing",6.726911864478398,2
1487,Fix bug #158 in database.,2025-06-16,2025-06-27,Medium,Development,Isaac,5,Development,8.761894137397698,5
1488,Develop prototype for blockchain.,2025-05-11,2025-05-27,Medium,Research,Mia,6,"Finance, Research",9.029520330371653,8
1489,Analyze market trends for healthcare.,2025-06-06,,Medium,Research,Kevin,6,"Marketing, Research",4.862091593477015,7
1490,Research competitor Competitor A.,2025-02-02,2025-02-19,Critical,Marketing,Yara,14,Marketing,9.16830741477354,1
1491,Research new AI algorithms for natural language processing.,2025-03-25,2025-04-21,Low,Research,Isaac,10,Development,8.761894137397698,5
1492,Analyze market trends for tech.,2025-04-14,,High,Research,Tina,11,"Support, Development",3.6216459635052445,8
1493,Schedule meeting with CTO.,2025-06-04,2025-06-14,Medium,Admin,Chloe,8,Finance,5.175381946852099,8
1494,Prepare presentation for Annual Summit.,2025-06-15,2025-07-03,Critical,Marketing,Yara,13,Marketing,9.16830741477354,1
1495,Prepare payroll for February.,2025-06-14,2025-06-29,High,Finance,Lily,12,"Finance, Support",5.13164526027243,4
1496,Resolve customer ticket #TKT-1393 for billing error.,2025-06-08,,Medium,Support,Quinn,1,"Development, Support",3.464227970981211,4
1497,Schedule interviews for Software Engineer.,2025-03-24,,Medium,HR,Noah,4,"HR, Research",9.40024889822967,3
1498,Research competitor Competitor B.,2025-04-28,2025-05-28,Medium,Marketing,David,6,"Development, Marketing",7.17565478893349,6
1499,Research new AI algorithms for computer vision.,2025-04-12,2025-04-21,Low,Research,Alice,6,"Support, Marketing",8.55145246285532,1
1500,Refactor payment gateway.,2025-07-07,2025-07-31,Critical,Development,Zoe,9,Finance,3.529851632961227,4
1501,Write unit tests for calculate_total.,2025-05-21,2025-05-22,High,Development,Alex,8,Finance,9.579854647699872,6
1502,Audit QQ2 expenses.,2025-06-03,2025-06-22,Low,Finance,Alex,2,Finance,9.579854647699872,6
1503,Schedule interviews for Software Engineer.,2025-06-25,2025-07-14,High,HR,Noah,9,"HR, Research",9.40024889822967,3
1504,Write unit tests for calculate_total.,2025-03-22,2025-03-29,High,Development,Isaac,10,Development,8.761894137397698,5
1505,Resolve customer ticket #TKT-2820 for billing error.,2025-03-19,2025-04-15,Low,Support,Yara,3,Marketing,9.16830741477354,1
1506,Analyze QQ3 marketing spend.,2025-06-03,,High,Marketing,Henry,11,"HR, Marketing",6.726911864478398,2
1507,Research competitor Competitor B.,2025-04-26,2025-05-26,Low,Marketing,Mark,7,Marketing,3.272879263443162,6
1508,Implement login in the API.,2025-07-01,,Medium,Development,Xavier,13,"Development, Finance",7.64239563058834,1
1509,Organize company documents for financial.,2025-03-28,,Low,Admin,Olivia,5,"Admin, Research",7.589919813439466,6
1510,Escalate complex issue to Development Team.,2025-03-15,2025-04-14,Critical,Support,Natalie,22,"Finance, Marketing",4.517745395195611,3
1511,Process invoices for IT.,2025-03-05,,Medium,Finance,Natalie,8,"Finance, Marketing",4.517745395195611,3
1512,Provide technical assistance for reporting tools.,2025-06-24,2025-07-21,Critical,Support,Henry,11,"HR, Marketing",6.726911864478398,2
1513,Reconcile petty cash statements.,2025-02-23,2025-03-01,High,Finance,Lily,4,"Finance, Support",5.13164526027243,4
1514,Schedule meeting with Team Lead.,2025-05-09,2025-05-22,Critical,Admin,Charlie,16,"Finance, Admin",5.468591858102769,7
1515,Draft email newsletter for company news.,2025-06-11,2025-06-28,Critical,Marketing,Natalie,8,"Finance, Marketing",4.517745395195611,3
1516,Research competitor Competitor A.,2025-05-10,2025-05-12,Low,Marketing,Yara,2,Marketing,9.16830741477354,1
1517,Process invoices for Sales.,2025-01-26,2025-01-27,Medium,Finance,Xavier,5,"Development, Finance",7.64239563058834,1
1518,Prepare presentation for Product Launch.,2025-03-21,2025-03-22,Low,Marketing,Eve,3,"Marketing, Development",8.954401079151518,3
1519,Analyze QQ2 marketing spend.,2025-06-09,2025-06-22,High,Marketing,Emily,12,"HR, Marketing",6.308737343217359,5
1520,Audit QQ1 expenses.,2025-07-10,,Critical,Finance,Chloe,22,Finance,5.175381946852099,8
1521,Update employee records for address change.,2025-01-30,2025-02-26,Low,HR,Liam,2,"Marketing, Finance",7.646306669857175,7
1522,Fix bug #644 in database.,2025-04-03,2025-04-20,High,Development,Felix,14,Development,6.326325553825599,5
1523,Prepare payroll for January.,2025-01-24,2025-02-17,Medium,Finance,Peter,3,"Marketing, Finance",4.826433608766385,5
1524,Resolve customer ticket #TKT-2798 for software bug.,2025-02-21,,Medium,Support,Jack,3,"Admin, Research",5.860282541589919,3
1525,Order office supplies for Branch A.,2025-05-24,,Medium,Admin,Frank,5,"Finance, Admin",4.461671526421454,5
1526,Plan team-building event for Q2.,2025-05-12,2025-05-14,Critical,HR,Noah,24,"HR, Research",9.40024889822967,3
1527,Prepare literature review on machine learning trends.,2025-05-27,2025-06-02,High,Research,Kevin,15,"Marketing, Research",4.862091593477015,7
1528,Draft email newsletter for latest features.,2025-02-24,,Critical,Marketing,Grace,12,Marketing,4.018330924725743,8
1529,Develop prototype for edge AI.,2025-03-10,,High,Research,Rachel,15,Research,6.307802224356129,7
1530,Escalate complex issue to Development Team.,2025-01-22,2025-02-21,Medium,Support,Victor,5,Support,9.846408648143122,5
1531,Process invoices for IT.,2025-02-10,2025-03-04,Medium,Finance,Ivy,4,Finance,4.695706517915235,8
1532,Optimize encryption for performance.,2025-02-23,,Low,Development,Ben,10,Admin,4.809463841776423,8
1533,Fix bug #158 in UI.,2025-07-15,2025-08-05,Medium,Development,Felix,6,Development,6.326325553825599,5
1534,Follow up on pending Client A request.,2025-05-15,2025-05-17,Critical,Support,Rachel,20,Research,6.307802224356129,7
1535,Draft email newsletter for latest features.,2025-01-28,2025-01-30,High,Marketing,Mark,11,Marketing,3.272879263443162,6
1536,Update employee records for promotion.,2025-02-21,2025-02-27,Low,HR,Emily,6,"HR, Marketing",6.308737343217359,5
1537,Audit QQ3 expenses.,2025-05-28,2025-06-08,Critical,Finance,Peter,19,"Marketing, Finance",4.826433608766385,5
1538,Optimize encryption for performance.,2025-05-04,2025-05-25,Critical,Development,Noah,15,"HR, Research",9.40024889822967,3
1539,Schedule meeting with Team Lead.,2025-07-06,2025-07-22,High,Admin,Bob,9,Marketing,7.569853667031811,8
1540,Create social media campaign for Service X.,2025-06-25,2025-07-09,High,Marketing,Henry,7,"HR, Marketing",6.726911864478398,2
1541,Prepare literature review on deep learning architectures.,2025-04-29,2025-05-10,Low,Research,Kevin,13,"Marketing, Research",4.862091593477015,7
1542,Analyze market trends for finance.,2025-02-19,2025-02-24,High,Research,Mia,13,"Finance, Research",9.029520330371653,8
1543,Update knowledge base article on troubleshooting guide.,2025-02-06,2025-02-10,Medium,Support,Karen,4,Support,9.855336239448196,3
1544,Conduct user interviews for search functionality.,2025-01-30,2025-02-13,Critical,Research,Bob,14,Marketing,7.569853667031811,8
1545,Coordinate travel arrangements for Sarah Davis.,2025-04-24,2025-05-15,Critical,Admin,Sam,13,"Admin, Support",4.882980999101189,7
1546,Refactor payment gateway.,2025-03-26,,Critical,Development,Eve,5,"Marketing, Development",8.954401079151518,3
1547,Provide technical assistance for reporting tools.,2025-02-06,2025-03-07,High,Support,Peter,7,"Marketing, Finance",4.826433608766385,5
1548,Prepare payroll for February.,2025-02-27,2025-03-29,Low,Finance,Alex,2,Finance,9.579854647699872,6
1549,Follow up on pending Client A request.,2025-02-11,2025-02-28,Low,Support,Quinn,2,"Development, Support",3.464227970981211,4
1550,Analyze QQ3 marketing spend.,2025-03-11,2025-03-18,High,Marketing,Mark,4,Marketing,3.272879263443162,6
1551,Prepare literature review on deep learning architectures.,2025-02-17,2025-03-03,High,Research,Ivy,13,Finance,4.695706517915235,8
1552,Coordinate travel arrangements for Chris Wilson.,2025-02-09,,High,Admin,Eve,4,"Marketing, Development",8.954401079151518,3
1553,Research new AI algorithms for computer vision.,2025-06-07,2025-07-06,Medium,Research,Olivia,13,"Admin, Research",7.589919813439466,6
1554,Deploy v3.0 to production.,2025-05-29,2025-06-08,Low,Development,Oscar,12,Development,5.266581894916864,8
1555,Conduct user interviews for search functionality.,2025-02-19,2025-03-09,Critical,Research,Oscar,15,Development,5.266581894916864,8
1556,Implement login in the backend.,2025-01-28,2025-02-05,High,Development,Quinn,14,"Development, Support",3.464227970981211,4
1557,Coordinate travel arrangements for Chris Wilson.,2025-06-11,,High,Admin,Victor,12,Support,9.846408648143122,5
1558,Analyze QQ4 marketing spend.,2025-02-20,,Low,Marketing,Yara,5,Marketing,9.16830741477354,1
1559,Analyze QQ4 marketing spend.,2025-03-11,2025-03-13,High,Marketing,Mark,11,Marketing,3.272879263443162,6
1560,Schedule meeting with CTO.,2025-04-22,2025-05-08,High,Admin,Charlie,4,"Finance, Admin",5.468591858102769,7
1561,Optimize encryption for performance.,2025-02-10,2025-02-17,High,Development,Rachel,14,Research,6.307802224356129,7
1562,Research new AI algorithms for natural language processing.,2025-02-23,,Medium,Research,Rachel,15,Research,6.307802224356129,7
1563,Research competitor Competitor B.,2025-04-26,,Low,Marketing,Yara,2,Marketing,9.16830741477354,1
1564,Audit QQ1 expenses.,2025-06-16,,Critical,Finance,Zoe,15,Finance,3.529851632961227,4
1565,Draft email newsletter for latest features.,2025-05-27,2025-06-12,Medium,Marketing,Henry,6,"HR, Marketing",6.726911864478398,2
1566,Organize company documents for legal.,2025-04-13,,Low,Admin,Jessica,8,Admin,9.674887732588516,7
1567,Provide technical assistance for reporting tools.,2025-06-23,,Low,Support,Victor,6,Support,9.846408648143122,5
1568,Audit QQ4 expenses.,2025-07-01,2025-07-18,Medium,Finance,Mia,8,"Finance, Research",9.029520330371653,8
1569,Deploy v3.0 to production.,2025-01-31,,Medium,Development,David,6,"Development, Marketing",7.17565478893349,6
1570,Prepare presentation for Product Launch.,2025-05-18,2025-05-22,Critical,Marketing,Kevin,10,"Marketing, Research",4.862091593477015,7
1571,Audit QQ2 expenses.,2025-05-07,2025-05-12,Medium,Finance,Peter,8,"Marketing, Finance",4.826433608766385,5
1572,Audit QQ2 expenses.,2025-03-09,2025-04-04,Low,Finance,Lily,3,"Finance, Support",5.13164526027243,4
1573,Prepare presentation for Product Launch.,2025-02-10,2025-02-23,Medium,Marketing,Liam,3,"Marketing, Finance",7.646306669857175,7
1574,Implement analytics in the backend.,2025-04-27,,Medium,Development,Felix,13,Development,6.326325553825599,5
1575,Conduct user interviews for checkout process.,2025-03-27,2025-04-06,High,Research,Alex,7,Finance,9.579854647699872,6
1576,Research competitor Competitor B.,2025-04-26,2025-04-29,Low,Marketing,Kevin,5,"Marketing, Research",4.862091593477015,7
1577,Analyze market trends for finance.,2025-04-20,2025-05-09,Critical,Research,Mia,9,"Finance, Research",9.029520330371653,8
1578,Order office supplies for Branch A.,2025-04-19,2025-05-03,Medium,Admin,Uma,4,Admin,8.640243477370621,2
1579,Create social media campaign for Software Suite.,2025-03-10,,High,Marketing,Sam,8,"Admin, Support",4.882980999101189,7
1580,Research competitor Competitor B.,2025-06-07,2025-07-03,Medium,Marketing,Grace,8,Marketing,4.018330924725743,8
1581,Schedule meeting with CTO.,2025-04-01,2025-05-01,Medium,Admin,Uma,2,Admin,8.640243477370621,2
1582,Resolve customer ticket #TKT-3837 for software bug.,2025-01-25,2025-02-17,Medium,Support,Alice,4,"Support, Marketing",8.55145246285532,1
1583,Provide technical assistance for subscription management.,2025-05-19,2025-05-25,Medium,Support,Karen,7,Support,9.855336239448196,3
1584,Deploy v3.0 to production.,2025-04-18,2025-05-05,Critical,Development,Henry,12,"HR, Marketing",6.726911864478398,2
1585,Order office supplies for Headquarters.,2025-01-30,2025-03-01,High,Admin,Sam,5,"Admin, Support",4.882980999101189,7
1586,Develop prototype for blockchain.,2025-03-10,,Low,Research,Wendy,10,"Admin, Research",6.105603273126828,8
1587,Create social media campaign for Software Suite.,2025-05-31,2025-06-05,Critical,Marketing,Yara,8,Marketing,9.16830741477354,1
1588,Draft email newsletter for latest features.,2025-04-22,,High,Marketing,Daniel,12,"Support, Marketing",9.116648644946071,6
1589,Review QQ4 budget report.,2025-03-21,2025-04-02,Critical,Finance,Lily,11,"Finance, Support",5.13164526027243,4
1590,Process invoices for IT.,2025-03-06,2025-03-13,Medium,Finance,Charlie,2,"Finance, Admin",5.468591858102769,7
1591,Manage facility maintenance.,2025-07-02,,High,Admin,Jack,11,"Admin, Research",5.860282541589919,3
1592,Audit QQ2 expenses.,2025-05-31,2025-06-02,Medium,Finance,Liam,4,"Marketing, Finance",7.646306669857175,7
1593,Research new AI algorithms for computer vision.,2025-01-27,2025-02-20,Medium,Research,Rachel,7,Research,6.307802224356129,7
1594,Prepare presentation for Product Launch.,2025-07-16,2025-07-17,Medium,Marketing,Eve,7,"Marketing, Development",8.954401079151518,3
1595,Write unit tests for calculate_total.,2025-01-20,2025-02-08,Medium,Development,Isaac,12,Development,8.761894137397698,5
1596,Develop prototype for edge AI.,2025-03-23,,Critical,Research,Rachel,7,Research,6.307802224356129,7
1597,Coordinate travel arrangements for Sarah Davis.,2025-03-06,2025-04-05,Medium,Admin,Lily,4,"Finance, Support",5.13164526027243,4
1598,Research new AI algorithms for natural language processing.,2025-01-22,2025-02-14,Critical,Research,Rachel,6,Research,6.307802224356129,7
1599,Draft email newsletter for company news.,2025-02-04,,Critical,Marketing,Yara,19,Marketing,9.16830741477354,1
1600,Manage facility maintenance.,2025-03-09,2025-03-10,High,Admin,Charlie,8,"Finance, Admin",5.468591858102769,7
1601,Optimize search for performance.,2025-02-09,2025-02-19,Medium,Development,Felix,6,Development,6.326325553825599,5
1602,Implement reporting in the database.,2025-05-01,2025-05-19,Medium,Development,Mia,10,"Finance, Research",9.029520330371653,8
1603,Prepare literature review on machine learning trends.,2025-06-22,2025-06-25,Critical,Research,Mia,6,"Finance, Research",9.029520330371653,8
1604,Follow up on pending Client A request.,2025-03-24,2025-03-30,Low,Support,Sam,8,"Admin, Support",4.882980999101189,7
1605,Research competitor Competitor B.,2025-05-04,2025-06-01,Low,Marketing,Bob,1,Marketing,7.569853667031811,8
1606,Manage facility maintenance.,2025-07-07,2025-07-19,High,Admin,Charlie,5,"Finance, Admin",5.468591858102769,7
1607,Analyze market trends for tech.,2025-05-05,2025-05-15,High,Research,Kevin,11,"Marketing, Research",4.862091593477015,7
1608,Research competitor Competitor A.,2025-04-24,2025-05-23,High,Marketing,Mark,9,Marketing,3.272879263443162,6
1609,Prepare payroll for January.,2025-04-04,,Critical,Finance,Chloe,11,Finance,5.175381946852099,8
1610,Coordinate travel arrangements for Chris Wilson.,2025-06-26,2025-06-30,Low,Admin,Xavier,2,"Development, Finance",7.64239563058834,1
1611,Prepare presentation for Annual Summit.,2025-07-13,2025-08-08,High,Marketing,Jessica,4,Admin,9.674887732588516,7
1612,Deploy v3.0 to production.,2025-02-21,2025-03-19,Critical,Development,Felix,14,Development,6.326325553825599,5
1613,Organize company documents for financial.,2025-04-09,2025-05-05,Medium,Admin,Peter,1,"Marketing, Finance",4.826433608766385,5
1614,Audit QQ1 expenses.,2025-03-05,2025-03-23,Low,Finance,Alex,4,Finance,9.579854647699872,6
1615,Draft email newsletter for company news.,2025-03-23,2025-04-19,Medium,Marketing,Felix,2,Development,6.326325553825599,5
1616,Plan team-building event for Q1.,2025-06-03,2025-06-25,Low,HR,Daniel,4,"Support, Marketing",9.116648644946071,6
1617,Coordinate travel arrangements for Chris Wilson.,2025-06-22,,Critical,Admin,Ben,8,Admin,4.809463841776423,8
1618,Manage facility maintenance.,2025-04-15,2025-04-25,Medium,Admin,Olivia,5,"Admin, Research",7.589919813439466,6
1619,Manage facility maintenance.,2025-07-17,2025-07-28,Low,Admin,Charlie,8,"Finance, Admin",5.468591858102769,7
1620,Prepare presentation for Product Launch.,2025-07-17,2025-08-04,Low,Marketing,Natalie,8,"Finance, Marketing",4.517745395195611,3
1621,Organize company documents for financial.,2025-03-08,2025-03-14,Medium,Admin,Uma,4,Admin,8.640243477370621,2
1622,Follow up on pending Customer B request.,2025-07-17,2025-07-30,Low,Support,Victor,5,Support,9.846408648143122,5
1623,Deploy v3.0 to production.,2025-01-20,,Critical,Development,Felix,5,Development,6.326325553825599,5
1624,Develop prototype for blockchain.,2025-03-28,2025-04-22,Critical,Research,Wendy,12,"Admin, Research",6.105603273126828,8
1625,Process invoices for Sales.,2025-01-30,2025-02-27,High,Finance,Lily,4,"Finance, Support",5.13164526027243,4
1626,Manage facility maintenance.,2025-02-01,,High,Admin,Olivia,10,"Admin, Research",7.589919813439466,6
1627,Audit QQ1 expenses.,2025-04-19,2025-05-02,Medium,Finance,Zoe,1,Finance,3.529851632961227,4
1628,Update knowledge base article on troubleshooting guide.,2025-05-04,,Medium,Support,Lily,8,"Finance, Support",5.13164526027243,4
1629,Schedule meeting with CEO.,2025-01-27,2025-02-18,Low,Admin,Jessica,4,Admin,9.674887732588516,7
1630,Prepare payroll for May.,2025-02-11,2025-03-09,Critical,Finance,Alex,15,Finance,9.579854647699872,6
1631,Draft new HR policy.,2025-07-14,2025-08-06,High,HR,Noah,9,"HR, Research",9.40024889822967,3
1632,Analyze market trends for finance.,2025-07-15,,Critical,Research,Mia,14,"Finance, Research",9.029520330371653,8
1633,Prepare literature review on deep learning architectures.,2025-06-22,2025-07-09,High,Research,Eve,11,"Marketing, Development",8.954401079151518,3
1634,Conduct user interviews for checkout process.,2025-02-23,,Medium,Research,Rachel,8,Research,6.307802224356129,7
1635,Draft email newsletter for latest features.,2025-05-02,2025-05-30,Low,Marketing,Bob,6,Marketing,7.569853667031811,8
1636,Research competitor Competitor A.,2025-07-15,2025-07-31,High,Marketing,Alice,7,"Support, Marketing",8.55145246285532,1
1637,Order office supplies for Branch A.,2025-03-20,2025-04-06,Medium,Admin,Victor,4,Support,9.846408648143122,5
1638,Organize company documents for project.,2025-04-13,,Medium,Admin,Eve,4,"Marketing, Development",8.954401079151518,3
1639,Review QQ2 budget report.,2025-06-01,2025-06-03,Low,Finance,Xavier,8,"Development, Finance",7.64239563058834,1
1640,Update employee records for promotion.,2025-02-16,2025-03-15,Critical,HR,Mark,14,Marketing,3.272879263443162,6
1641,Analyze QQ1 marketing spend.,2025-03-29,2025-04-08,Critical,Marketing,Peter,13,"Marketing, Finance",4.826433608766385,5
1642,Analyze QQ2 marketing spend.,2025-05-11,,Low,Marketing,Grace,1,Marketing,4.018330924725743,8
1643,Deploy v3.0 to production.,2025-04-03,2025-04-11,Critical,Development,Xavier,12,"Development, Finance",7.64239563058834,1
1644,Prepare payroll for January.,2025-07-04,,High,Finance,Quinn,4,"Development, Support",3.464227970981211,4
1645,Process invoices for IT.,2025-07-14,2025-08-01,Medium,Finance,Chloe,6,Finance,5.175381946852099,8
1646,Prepare payroll for January.,2025-05-29,,Medium,Finance,Tina,6,"Support, Development",3.6216459635052445,8
1647,Review QQ4 budget report.,2025-02-28,,Medium,Finance,Xavier,7,"Development, Finance",7.64239563058834,1
1648,Escalate complex issue to Tier 2 Support.,2025-04-06,2025-05-03,Medium,Support,Karen,6,Support,9.855336239448196,3
1649,Order office supplies for Branch A.,2025-02-10,2025-03-12,Medium,Admin,Frank,3,"Finance, Admin",4.461671526421454,5
1650,Develop prototype for edge AI.,2025-03-27,,Medium,Research,Charlie,11,"Finance, Admin",5.468591858102769,7
1651,Draft email newsletter for company news.,2025-02-02,,Critical,Marketing,Mark,17,Marketing,3.272879263443162,6
1652,Process invoices for IT.,2025-06-27,2025-07-21,Critical,Finance,Felix,10,Development,6.326325553825599,5
1653,Research new AI algorithms for natural language processing.,2025-07-02,2025-08-01,Low,Research,Xavier,11,"Development, Finance",7.64239563058834,1
1654,Analyze QQ1 marketing spend.,2025-06-12,2025-07-05,High,Marketing,Henry,12,"HR, Marketing",6.726911864478398,2
1655,Process invoices for IT.,2025-03-08,2025-03-20,Medium,Finance,Alex,5,Finance,9.579854647699872,6
1656,Reconcile petty cash statements.,2025-05-21,2025-06-01,High,Finance,Natalie,10,"Finance, Marketing",4.517745395195611,3
1657,Audit QQ4 expenses.,2025-02-10,2025-02-23,High,Finance,Chloe,12,Finance,5.175381946852099,8
1658,Develop prototype for blockchain.,2025-03-06,2025-04-03,Low,Research,Jessica,5,Admin,9.674887732588516,7
1659,Manage facility maintenance.,2025-04-30,2025-05-02,Critical,Admin,Kevin,8,"Marketing, Research",4.862091593477015,7
1660,Fix bug #269 in database.,2025-05-13,2025-05-16,Low,Development,Tina,5,"Support, Development",3.6216459635052445,8
1661,Prepare payroll for May.,2025-06-13,2025-06-26,High,Finance,Peter,7,"Marketing, Finance",4.826433608766385,5
1662,Audit QQ4 expenses.,2025-02-19,,High,Finance,Natalie,5,"Finance, Marketing",4.517745395195611,3
1663,Process invoices for Sales.,2025-07-16,2025-07-29,High,Finance,Charlie,11,"Finance, Admin",5.468591858102769,7
1664,Analyze market trends for finance.,2025-04-23,2025-05-08,Low,Research,Olivia,5,"Admin, Research",7.589919813439466,6
1665,Draft email newsletter for company news.,2025-04-23,2025-05-19,Low,Marketing,Chloe,8,Finance,5.175381946852099,8
1666,Schedule interviews for Marketing Manager.,2025-04-09,,High,HR,David,12,"Development, Marketing",7.17565478893349,6
1667,Refactor payment gateway.,2025-04-27,2025-05-02,High,Development,Oscar,8,Development,5.266581894916864,8
1668,Prepare presentation for Product Launch.,2025-05-22,,Low,Marketing,Alice,5,"Support, Marketing",8.55145246285532,1
1669,Implement analytics in the API.,2025-07-19,,Critical,Development,Quinn,7,"Development, Support",3.464227970981211,4
1670,Coordinate travel arrangements for Chris Wilson.,2025-06-12,,Medium,Admin,Frank,8,"Finance, Admin",4.461671526421454,5
1671,Create social media campaign for Software Suite.,2025-05-20,2025-06-01,Critical,Marketing,Alice,11,"Support, Marketing",8.55145246285532,1
1672,Prepare payroll for June.,2025-02-20,,Low,Finance,Natalie,6,"Finance, Marketing",4.517745395195611,3
1673,Review QQ2 budget report.,2025-05-12,2025-06-10,Low,Finance,Peter,2,"Marketing, Finance",4.826433608766385,5
1674,Organize company documents for legal.,2025-04-21,,Critical,Admin,Frank,19,"Finance, Admin",4.461671526421454,5
1675,Analyze QQ1 marketing spend.,2025-01-29,2025-02-09,Critical,Marketing,Eve,13,"Marketing, Development",8.954401079151518,3
1676,Research new AI algorithms for natural language processing.,2025-03-26,,Critical,Research,Zoe,13,Finance,3.529851632961227,4
1677,Implement reporting in the frontend.,2025-03-28,2025-04-12,High,Development,Oscar,5,Development,5.266581894916864,8
1678,Audit QQ2 expenses.,2025-04-14,,Critical,Finance,Xavier,23,"Development, Finance",7.64239563058834,1
1679,Plan team-building event for Q4.,2025-04-02,2025-04-04,Critical,HR,Henry,10,"HR, Marketing",6.726911864478398,2
1680,Follow up on pending Client A request.,2025-01-23,2025-01-25,Low,Support,Karen,5,Support,9.855336239448196,3
1681,Analyze QQ3 marketing spend.,2025-05-05,,High,Marketing,Eve,4,"Marketing, Development",8.954401079151518,3
1682,Schedule meeting with CTO.,2025-05-04,2025-05-25,High,Admin,Daniel,10,"Support, Marketing",9.116648644946071,6
1683,Audit QQ2 expenses.,2025-01-31,2025-02-22,Low,Finance,Ivy,8,Finance,4.695706517915235,8
1684,Conduct user interviews for checkout process.,2025-02-23,,Low,Research,Rachel,5,Research,6.307802224356129,7
1685,Fix bug #751 in database.,2025-07-10,,Critical,Development,Quinn,10,"Development, Support",3.464227970981211,4
1686,Organize company documents for project.,2025-02-25,2025-03-11,Low,Admin,Natalie,5,"Finance, Marketing",4.517745395195611,3
1687,Conduct user interviews for checkout process.,2025-03-21,2025-04-12,Low,Research,Rachel,13,Research,6.307802224356129,7
1688,Review QQ2 budget report.,2025-05-07,,Low,Finance,Chloe,1,Finance,5.175381946852099,8
1689,Draft email newsletter for latest features.,2025-03-09,2025-03-27,Medium,Marketing,Bob,3,Marketing,7.569853667031811,8
1690,Plan team-building event for Q4.,2025-01-26,2025-02-25,Low,HR,Henry,7,"HR, Marketing",6.726911864478398,2
1691,Deploy v3.0 to production.,2025-06-11,,Medium,Development,David,10,"Development, Marketing",7.17565478893349,6
1692,Organize company documents for project.,2025-03-16,2025-03-25,High,Admin,Olivia,9,"Admin, Research",7.589919813439466,6
1693,Analyze QQ3 marketing spend.,2025-04-04,,Medium,Marketing,Mark,2,Marketing,3.272879263443162,6
1694,Draft email newsletter for company news.,2025-07-16,2025-07-30,High,Marketing,Grace,11,Marketing,4.018330924725743,8
1695,Resolve customer ticket #TKT-2798 for login issue.,2025-06-04,2025-06-10,Critical,Support,Karen,13,Support,9.855336239448196,3
1696,Provide technical assistance for subscription management.,2025-03-29,2025-04-12,High,Support,Tina,6,"Support, Development",3.6216459635052445,8
1697,Refactor payment gateway.,2025-01-31,,Medium,Development,Felix,7,Development,6.326325553825599,5
1698,Update employee records for address change.,2025-03-08,2025-04-03,Critical,HR,Jessica,9,Admin,9.674887732588516,7
1699,Research new AI algorithms for natural language processing.,2025-04-26,2025-05-25,Low,Research,Noah,11,"HR, Research",9.40024889822967,3
1700,Optimize search for performance.,2025-04-16,,Critical,Development,Felix,14,Development,6.326325553825599,5
1701,Review QQ3 budget report.,2025-03-20,,Medium,Finance,Xavier,6,"Development, Finance",7.64239563058834,1
1702,Resolve customer ticket #TKT-3837 for login issue.,2025-07-06,2025-08-01,Critical,Support,Quinn,15,"Development, Support",3.464227970981211,4
1703,Draft email newsletter for company news.,2025-04-28,2025-05-26,Low,Marketing,Mark,8,Marketing,3.272879263443162,6
